ProducedRate,n_prod,n_gen,process_type,pol,process_id,NbEvents,int.lumi(1/fb),Done %,ElogID(s),ProdIDs of DST and REC files,xsect_pb,xsect_error_pb,int_lumi_fb,energy_GeV,source_url
100.00%,33598600,33600000,e3e3h_zz,eR.pL,402168,500000,1759957,100.0,386,"DST=15209,15210;REC=15209",0.284097814,0.00034322,1759957.22,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3534
100.00%,33598600,33600000,n1n1h_aa,eL.pR,402178,100000,729945,100.0,383,"DST=15200,15201;REC=15200",0.136996525,0.00014074,729945.522,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3535
100.00%,33598600,33600000,n1n1h_aa,eR.pL,402187,100000,2052387,100.0,383,"DST=15200,15201;REC=15200",0.0487237454,6.6965e-05,2052387.38,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3536
100.00%,33598600,33600000,n1n1h_az,eL.pR,402179,100000,1082991,100.0,383,"DST=15200,15201;REC=15200",0.0923368648,9.486e-05,1082991.07,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3537
100.00%,33598600,33600000,n1n1h_az,eR.pL,402188,100000,3045045,100.0,383,"DST=15200,15201;REC=15200",0.0328402336,4.5135e-05,3045045.33,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3538
100.00%,33598600,33600000,n1n1h_bb,eL.pR,402173,100000,2847,100.0,383,"DST=15200,15201;REC=15200",35.1242191,0.036084,2847.03838,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3539
100.00%,33598600,33600000,n1n1h_bb,eR.pL,402182,100000,8005,100.0,383,"DST=15200,15201;REC=15200",12.4921673,0.017169,8005.01607,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3540
100.00%,33598600,33600000,n1n1h_cc,eL.pR,402174,100000,57334,100.0,383,"DST=15200,15201;REC=15200",1.74414078,0.0017918,57334.8213,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3541
100.00%,33598600,33600000,n1n1h_cc,eR.pL,402183,100000,161208,100.0,383,"DST=15200,15201;REC=15200",0.620315524,0.00085255,161208.282,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3542
100.00%,33598600,33600000,n1n1h_dd,eL.pR,402727,100000,31864929,100.0,617,"DST=15816,15817;REC=15816",0.00313824638,3.224e-06,31864929.6,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3717
100.00%,33598600,33600000,n1n1h_dd,eR.pL,402730,100000,89594602,100.0,617,"DST=15816,15817;REC=15816",0.00111613866,1.534e-06,89594602.9,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3695
100.00%,33598600,33600000,n1n1h_e2e2,eL.pR,402181,100000,7600808,100.0,383,"DST=15200,15201;REC=15200",0.0131564945,1.3516e-05,7600808.86,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3543
100.00%,33598600,33600000,n1n1h_e2e2,eR.pL,402190,100000,21371189,100.0,383,"DST=15200,15201;REC=15200",0.00467919669,6.431e-06,21371189.7,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3544
100.00%,33598600,33600000,n1n1h_e3e3,eL.pR,402180,500000,132135,100.0,383,"DST=15200,15201;REC=15200",3.78400093,0.0038874,132135.274,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3545
100.00%,33598600,33600000,n1n1h_e3e3,eR.pL,402189,500000,371524,100.0,383,"DST=15200,15201;REC=15200",1.34580565,0.00184965,371524.67,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3546
100.00%,33598600,33600000,n1n1h_gg,eL.pR,402175,100000,20231,100.0,383,"DST=15200,15201;REC=15200",4.94273805,0.0050778,20231.7013,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3547
100.00%,33598600,33600000,n1n1h_gg,eR.pL,402184,100000,56885,100.0,383,"DST=15200,15201;REC=15200",1.75791839,0.00241605,56885.4621,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3548
100.00%,33598600,33600000,n1n1h_ss,eL.pR,402725,100000,6735676,100.0,617,"DST=15816,15817;REC=15816",0.0148463194,1.5252e-05,6735676.18,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3710
100.00%,33598600,33600000,n1n1h_ss,eR.pL,402728,100000,18938696,100.0,617,"DST=15816,15817;REC=15816",0.00528019443,7.257e-06,18938696.5,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3719
100.00%,33598600,33600000,n1n1h_uu,eL.pR,402726,100000,138081361,100.0,617,"DST=15816,15817;REC=15816",0.000724210704,7.44e-07,138081361.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3685
100.00%,33598600,33600000,n1n1h_uu,eR.pL,402729,100000,388243279,100.0,617,"DST=15816,15817;REC=15816",0.00025757046,3.54e-07,388243279.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3708
100.00%,33598600,33600000,n1n1h_ww,eL.pR,402176,500000,38714,100.0,"383,389","DST=15200,15201,15218,15219;REC=15200,15218",12.9150909,0.013268,38714.4004,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3549
100.00%,33598600,33600000,n1n1h_ww,eR.pL,402185,500000,108853,100.0,383,"DST=15200,15201;REC=15200",4.59333987,0.006313,108853.256,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3550
100.00%,33598600,33600000,n1n1h_zz,eL.pR,402177,500000,316216,100.0,383,"DST=15200,15201;REC=15200",1.58119337,0.0016244,316216.858,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3551
100.00%,33598600,33600000,n1n1h_zz,eR.pL,402186,500000,889106,100.0,383,"DST=15200,15201;REC=15200",0.562362171,0.0007729,889106.746,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3552
100.00%,33598600,33600000,n23n23h_aa,eL.pR,402196,100000,656420,100.0,383,"DST=15200,15201;REC=15200",0.15234135,0.000143918,656420.598,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3553
100.00%,33598600,33600000,n23n23h_aa,eR.pL,402205,100000,1026206,100.0,383,"DST=15200,15201;REC=15200",0.0974462785,9.5113e-05,1026206.45,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3554
100.00%,33598600,33600000,n23n23h_az,eL.pR,402197,100000,973905,100.0,383,"DST=15200,15201;REC=15200",0.102679412,9.7002e-05,973905.071,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3555
100.00%,33598600,33600000,n23n23h_az,eR.pL,402206,100000,1522541,100.0,383,"DST=15200,15201;REC=15200",0.0656796503,6.4107e-05,1522541.6,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3556
100.00%,33598600,33600000,n23n23h_bb,eL.pR,402191,100000,2560,100.0,383,"DST=15200,15201;REC=15200",39.0584431,0.0368988,2560.2659,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3557
100.00%,33598600,33600000,n23n23h_bb,eR.pL,402200,100000,4002,100.0,383,"DST=15200,15201;REC=15200",24.9840238,0.0243858,4002.55783,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3558
100.00%,33598600,33600000,n23n23h_cc,eL.pR,402192,100000,51559,100.0,383,"DST=15200,15201;REC=15200",1.93950001,0.00183226,51559.6801,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3559
100.00%,33598600,33600000,n23n23h_cc,eR.pL,402201,100000,80605,100.0,383,"DST=15200,15201;REC=15200",1.24061562,0.00121091,80605.1434,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3560
100.00%,33598600,33600000,n23n23h_dd,eL.pR,402733,100000,28655283,100.0,617,"DST=15816,15817;REC=15816",0.0034897578,3.2968e-06,28655283.8,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3706
100.00%,33598600,33600000,n23n23h_dd,eR.pL,402736,100000,44797858,100.0,617,"DST=15816,15817;REC=15816",0.00223224955,2.1788e-06,44797858.7,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3693
100.00%,33598600,33600000,n23n23h_e2e2,eL.pR,402199,100000,6835205,100.0,383,"DST=15200,15201;REC=15200",0.0146301385,1.38212e-05,6835205.29,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3561
100.00%,33598600,33600000,n23n23h_e2e2,eR.pL,402208,100000,10685727,100.0,383,"DST=15200,15201;REC=15200",0.00935827697,9.1342e-06,10685727.8,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3562
100.00%,33598600,33600000,n23n23h_e3e3,eL.pR,402198,500000,118825,100.0,383,"DST=15200,15201;REC=15200",4.20784258,0.00397518,118825.738,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3563
100.00%,33598600,33600000,n23n23h_e3e3,eR.pL,402207,500000,185764,100.0,383,"DST=15200,15201;REC=15200",2.69157783,0.00262713,185764.645,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3564
100.00%,33598600,33600000,n23n23h_gg,eL.pR,402193,100000,18193,100.0,383,"DST=15200,15201;REC=15200",5.49636854,0.00519246,18193.8309,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3565
100.00%,33598600,33600000,n23n23h_gg,eR.pL,402202,100000,28443,100.0,383,"DST=15200,15201;REC=15200",3.51579304,0.00343161,28443.0849,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3566
100.00%,33598600,33600000,n23n23h_ss,eL.pR,402731,100000,6057214,100.0,617,"DST=15816,15817;REC=15816",0.0165092388,1.55964e-05,6057214.46,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3682
100.00%,33598600,33600000,n23n23h_ss,eR.pL,402734,100000,9469466,100.0,617,"DST=15816,15817;REC=15816",0.0105602575,1.03074e-05,9469466.06,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3694
100.00%,33598600,33600000,n23n23h_uu,eL.pR,402732,100000,124172896,100.0,617,"DST=15816,15817;REC=15816",0.000805328724,7.608e-07,124172896.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3686
100.00%,33598600,33600000,n23n23h_uu,eR.pL,402735,100000,194124054,100.0,617,"DST=15816,15817;REC=15816",0.000515134512,5.028e-07,194124054.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3689
100.00%,33598600,33600000,n23n23h_ww,eL.pR,402194,500000,34814,100.0,383,"DST=15200,15201;REC=15200",14.3616956,0.0135676,34814.8306,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3567
100.00%,33598600,33600000,n23n23h_ww,eR.pL,402203,500000,54427,100.0,383,"DST=15200,15201;REC=15200",9.18656546,0.0089666,54427.305,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3568
100.00%,33598600,33600000,n23n23h_zz,eL.pR,402195,500000,284365,100.0,383,"DST=15200,15201;REC=15200",1.75830105,0.00166108,284365.411,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3569
100.00%,33598600,33600000,n23n23h_zz,eR.pL,402204,500000,444558,100.0,383,"DST=15200,15201;REC=15200",1.12471035,0.00109778,444558.904,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3570
100.00%,33598600,33600000,qqh_aa,eL.pR,402214,100000,128422,100.0,384,"DST=15203,15204;REC=15203",0.778678622,0.00099199,128422.686,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3571
100.00%,33598600,33600000,qqh_aa,eR.pL,402223,100000,200709,100.0,384,"DST=15203,15204;REC=15203",0.498233561,0.00062879,200709.081,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3572
100.00%,33598600,33600000,qqh_az,eL.pR,402215,100000,190535,100.0,384,"DST=15203,15204;REC=15203",0.524836252,0.00066861,190535.619,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3573
100.00%,33598600,33600000,qqh_az,eR.pL,402224,100000,297784,100.0,384,"DST=15203,15204;REC=15203",0.33581381,0.00042381,297784.061,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3574
100.00%,33598600,33600000,qqh_bb,eL.pR,402209,100000,500,100.0,388,"DST=15215,15216;REC=15215",199.643594,0.254334,500.892606,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3575
100.00%,33598600,33600000,qqh_bb,eR.pL,402218,100000,782,100.0,384,"DST=15203,15204;REC=15203",127.740939,0.161214,782.83439,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3576
100.00%,33598600,33600000,qqh_cc,eL.pR,402210,100000,10087,100.0,384,"DST=15203,15204;REC=15203",9.91357365,0.0126293,10087.1798,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3577
100.00%,33598600,33600000,qqh_cc,eR.pL,402219,100000,15765,100.0,384,"DST=15203,15204;REC=15203",6.34314973,0.0080053,15765.0385,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3578
100.00%,33598600,33600000,qqh_dd,eL.pR,402739,100000,5606144,100.0,617,"DST=15816,15817;REC=15816",0.017837572,2.2724e-05,5606144.15,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3690
100.00%,33598600,33600000,qqh_dd,eR.pL,402742,100000,8761723,100.0,617,"DST=15816,15817;REC=15816",0.0114132798,1.4404e-05,8761723.34,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3722
100.00%,33598600,33600000,qqh_e2e2,eL.pR,402217,100000,1337245,100.0,384,"DST=15203,15204;REC=15203",0.0747805901,9.5266e-05,1337245.4,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3579
100.00%,33598600,33600000,qqh_e2e2,eR.pL,402226,100000,2089952,100.0,384,"DST=15203,15204;REC=15203",0.0478479807,6.0386e-05,2089952.36,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3580
100.00%,33598600,33600000,qqh_e3e3,eL.pR,402216,500000,23247,100.0,384,"DST=15203,15204;REC=15203",21.5079954,0.0273999,23247.1688,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3581
100.00%,33598600,33600000,qqh_e3e3,eR.pL,402225,500000,36332,100.0,384,"DST=15203,15204;REC=15203",13.7617816,0.0173679,36332.5051,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3582
100.00%,33598600,33600000,qqh_gg,eL.pR,402211,100000,3559,100.0,384,"DST=15203,15204;REC=15203",28.0941758,0.0357903,3559.45662,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3583
100.00%,33598600,33600000,qqh_gg,eR.pL,402220,100000,5562,100.0,384,"DST=15203,15204;REC=15203",17.9759157,0.0226863,5562.99894,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3584
100.00%,33598600,33600000,qqh_ss,eL.pR,402737,100000,1185038,100.0,617,"DST=15816,15817;REC=15816",0.0843854366,0.000107502,1185038.6,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3721
100.00%,33598600,33600000,qqh_ss,eR.pL,402740,99800,1848367,99.8,617,"DST=15816,15817;REC=15816",0.0539935929,6.8142e-05,1852071.6,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3703
100.00%,33598600,33600000,qqh_uu,eL.pR,402738,100000,24293291,100.0,617,"DST=15816,15817;REC=15816",0.00411636276,5.244e-06,24293291.4,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3688
100.00%,33598600,33600000,qqh_uu,eR.pL,402741,100000,37967467,100.0,617,"DST=15816,15817;REC=15816",0.0026338338,3.324e-06,37967467.8,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3698
100.00%,33598600,33600000,qqh_ww,eL.pR,402212,500000,6811,100.0,384,"DST=15203,15204;REC=15203",73.4084692,0.093518,6811.2032,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3585
100.00%,33598600,33600000,qqh_ww,eR.pL,402221,500000,10645,100.0,384,"DST=15203,15204;REC=15203",46.9700361,0.059278,10645.0844,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3586
100.00%,33598600,33600000,qqh_zz,eL.pR,402213,500000,55633,100.0,384,"DST=15203,15204;REC=15203",8.98739203,0.0114494,55633.4917,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3587
100.00%,33598600,33600000,qqh_zz,eR.pL,402222,500000,86948,100.0,384,"DST=15203,15204;REC=15203",5.75053713,0.0072574,86948.3995,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3588
97.49%,1759377800,1804700000,2f_z_eehiq,eL.pL,500001,37796400,189,94.0,"611,618,619,620,621,622,623,624,625","DST=15780,15781,15828,15830,15832,15834,15842,1583615838,15840;REC=15780",199218.27,117.0,201.788,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3668
97.49%,1759377800,1804700000,2f_z_eehiq,eL.pR,500002,179572800,929,92.9,"612,626,627,629,631,634,635,636,637,638639,640","DST=15783,15784,15850,15858,15861,15867,15877,1587915884,15886,15888,15890,15892;REC=15783",193112.24,113.0,1000.45,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3669
97.49%,1759377800,1804700000,2f_z_eehiq,eR.pL,500004,174184800,914,91.3,"613,655,656,663,665,667,673,682,684,687697,698","DST=15786,15787,15924,15926,15940,15945,15949,1596216012,15982,15988,16008,16010;REC=15786",190517.37,112.0,1001.5,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3671
97.49%,1759377800,1804700000,2f_z_eehiq,eR.pR,500003,40194600,201,100.0,"614,641,642,643,644,648,649,650,651,652","DST=15789,15790,15894,15896,15898,15900,15910,1591215914,15916,15918;REC=15789",199218.27,117.0,201.788,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3670
97.49%,1759377800,1804700000,2f_z_h,eL.pR,500010,639084400,4994,99.9,"370,403,404,420,421,436,437,438,439,489490,491,492,493,494,495,496,497,507,508509,510,511,512,513,514,515,516,527,528529,530,531,532,533,534,535,536,547,548549,550,551,552,553,554,555,556,567,569","DST=15161,15162,15271,15273,15315,15319,15351,1535315355,15357,15463,15465,15467,15469,15471,1547315475,15477,15479,15499,15501,15503,15505,1550715509,15511,15513,15515,15517,15539,15541,1554915551,15553,15555,15557,15559,15561,15563,1558515587,15589,15591,15593,15595,15597,15599,1560115603,15629,15633;REC=15161",127965.53,29.6,5000.51,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3461
97.49%,1759377800,1804700000,2f_z_h,eR.pL,500012,351686600,4994,99.9,"371,405,406,407,440,441,442,443,444,445498,499,500,501,502,503,504,505,506,517518,519,520,521,522,523,524,525,526,537538,539,540,541,542,543,544,545,546,557558,559,560,561,562,563,564,565,566,568","DST=15164,15165,15275,15277,15279,15359,15361,1536315365,15367,15369,15481,15483,15485,15487,1548915491,15493,15495,15497,15519,15521,15523,1552515527,15529,15531,15533,15535,15537,15565,1556715569,15571,15573,15575,15577,15579,15581,1558315605,15607,15609,15611,15613,15616,15618,1562015625,15627,15631;REC=15164",70416.743,24.2,5000.22,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3462
97.49%,1759377800,1804700000,2f_z_l,eL.pR,500006,106489000,5019,100.0,"372,485,486","DST=15167,15168,15455,15457;REC=15167",21214.001,12.2,5020.3,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3460
97.49%,1759377800,1804700000,2f_z_l,eR.pL,500008,81995000,5010,100.0,"369,487,488","DST=15158,15159,15459,15461;REC=15158",16363.043,8.5,5011.29,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3459
99.95%,437421400,437620000,4f_sw_l,eL.pL,500117,70000,1101,100.0,342,"DST=15061,15062;REC=15061",63.521046,0.0319,1102.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3383
99.95%,437421400,437620000,4f_sw_l,eL.pR,500118,17499400,5113,100.0,362,"DST=15137,15138;REC=15137",3421.9693,1.33,5114.01,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3427
99.95%,437421400,437620000,4f_sw_l,eR.pL,500120,150000,5086,100.0,342,"DST=15061,15062;REC=15061",29.488335,0.0102,5086.76,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3384
99.95%,437421400,437620000,4f_sw_l,eR.pR,500119,70000,1102,100.0,342,"DST=15061,15062;REC=15061",63.483169,0.0316,1102.65,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3385
99.95%,437421400,437620000,4f_sw_sl,eL.pL,500105,200000,1049,100.0,343,"DST=15064,15065;REC=15064",190.53144,0.135,1049.7,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3386
99.95%,437421400,437620000,4f_sw_sl,eL.pR,500106,51371800,5005,99.9,"375,416,446,447,448,449,450,451,452,453","DST=15176,15177,15307,15371,15373,15376,15378,1538015382,15384,15386;REC=15176",10264.016,5.55,5007.77,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3456
99.95%,437421400,437620000,4f_sw_sl,eR.pL,500108,500000,5767,100.0,350,"DST=15101,15102;REC=15101",86.696149,0.0426,5767.27,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3428
99.95%,437421400,437620000,4f_sw_sl,eR.pR,500107,200000,1049,100.0,343,"DST=15064,15065;REC=15064",190.63749,0.133,1049.11,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3387
99.95%,437421400,437620000,4f_sze_l,eL.pL,500113,6000000,1067,100.0,377,"DST=15182,15183;REC=15182",5619.0014,5.72,1067.8,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3429
99.95%,437421400,437620000,4f_sze_l,eL.pR,500114,28986800,5019,100.0,"378,414","DST=15185,15186,15295;REC=15185",5774.7395,5.52,5021.86,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3457
99.95%,437421400,437620000,4f_sze_l,eR.pL,500116,28494600,5020,100.0,"379,415","DST=15188,15189,15305;REC=15188",5675.3899,5.59,5021.69,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3458
99.95%,437421400,437620000,4f_sze_l,eR.pR,500115,6000000,1065,100.0,377,"DST=15182,15183;REC=15182",5629.24,5.85,1065.86,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3430
99.95%,437421400,437620000,4f_sze_sl,eL.pL,500101,1200000,1038,100.0,366,"DST=15149,15150;REC=15149",1155.8334,1.32,1038.21,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3432
99.95%,437421400,437620000,4f_sze_sl,eL.pR,500102,7199600,5058,100.0,376,"DST=15179,15180;REC=15179",1423.3098,1.48,5058.64,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3433
99.95%,437421400,437620000,4f_sze_sl,eR.pL,500104,6100000,5002,100.0,367,"DST=15152,15153;REC=15152",1219.3967,1.42,5002.48,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3434
99.95%,437421400,437620000,4f_sze_sl,eR.pR,500103,1200000,1036,100.0,366,"DST=15149,15150;REC=15149",1157.2006,1.3,1036.99,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3435
99.95%,437421400,437620000,4f_szeorsw_l,eL.pL,500125,50000,1043,100.0,340,"DST=15056,15057;REC=15056",47.910667,0.0435,1043.61,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3388
99.95%,437421400,437620000,4f_szeorsw_l,eL.pR,500126,5000000,5079,100.0,363,"DST=15140,15141;REC=15140",984.31247,0.981,5079.69,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3431
99.95%,437421400,437620000,4f_szeorsw_l,eR.pL,500128,150000,5133,100.0,340,"DST=15056,15057;REC=15056",29.219409,0.0276,5133.57,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3389
99.95%,437421400,437620000,4f_szeorsw_l,eR.pR,500127,50000,1043,100.0,340,"DST=15056,15057;REC=15056",47.907685,0.0443,1043.67,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3390
99.95%,437421400,437620000,4f_sznu_l,eL.pR,500122,1000000,5124,100.0,351,"DST=15107,15108;REC=15107",195.12634,0.117,5124.88,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3436
99.95%,437421400,437620000,4f_sznu_l,eR.pL,500124,300000,7374,100.0,"344,390","DST=15068,15069,15229;REC=15068",40.682972,0.0288,7374.09,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3391
99.95%,437421400,437620000,4f_sznu_sl,eL.pR,500110,2298400,5064,99.9,364,"DST=15143,15144;REC=15143",453.86976,0.261,5067.53,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3437
