ProducedRate,n_prod,n_gen,process_type,pol,process_id,NbEvents,int.lumi(1/fb),Done %,ElogID(s),ProdIDs of DST and REC files,xsect_pb,xsect_error_pb,int_lumi_fb,energy_GeV,source_url
17.65%,123000,697000,ea_5f_ww_h,eL.pW,500173,600,457,8.6,747,"DST=16317,16318;REC=16317",1.3107906,0.00433,5340.29,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3878
17.65%,123000,697000,ea_5f_ww_h,eR.pB,500176,1000,32380380,100.0,382,"DST=15197,15198;REC=15197",3.08828981e-05,2.79176337e-06,32380400.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3598
17.65%,123000,697000,ea_5f_ww_h,eR.pW,500175,400,459,8.0,747,"DST=16317,16318;REC=16317",0.87043107,0.002,5744.28,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3879
17.65%,123000,697000,ea_5f_ww_l,eL.pB,500202,0,0,0.0,,DST=;REC=,0.00079054048,4.32697035e-05,1264960.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3679
17.65%,123000,697000,ea_5f_ww_l,eL.pW,500201,1500,4912,75.0,747,"DST=16317,16318;REC=16317",0.30532742,0.000361,6550.35,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3880
17.65%,123000,697000,ea_5f_ww_l,eR.pB,500204,1000,1735364,100.0,382,"DST=15197,15198;REC=15197",0.00057624793,3.44895814e-05,1735360.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3602
17.65%,123000,697000,ea_5f_ww_l,eR.pW,500203,1000,5194,100.0,747,"DST=16317,16318;REC=16317",0.19251677,0.000243,5194.35,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3881
17.65%,123000,697000,ea_5f_ww_sl,eL.pB,500190,0,0,0.0,,DST=;REC=,0.00110930597,7.78118605e-05,901465.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3680
17.65%,123000,697000,ea_5f_ww_sl,eL.pW,500189,800,364,7.3,747,"DST=16317,16318;REC=16317",2.1966446,0.0023,5007.64,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3882
17.65%,123000,697000,ea_5f_ww_sl,eR.pB,500192,1000,1350900,100.0,382,"DST=15197,15198;REC=15197",0.000740247204,5.67816279e-05,1350900.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3601
17.65%,123000,697000,ea_5f_ww_sl,eR.pW,500191,800,557,10.0,747,"DST=16317,16318;REC=16317",1.434776,0.00189,5575.78,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3883
17.65%,123000,697000,ea_5f_zz_h,eL.pB,500170,1000,304008,100.0,337,"DST=15053,15054;REC=15053",0.00328938499,8.09663953e-05,304008.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3372
17.65%,123000,697000,ea_5f_zz_h,eL.pW,500169,200,899,10.0,747,"DST=16317,16318;REC=16317",0.22243738,0.000528,8991.29,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3892
17.65%,123000,697000,ea_5f_zz_h,eR.pB,500172,1000,302293,100.0,337,"DST=15053,15054;REC=15053",0.00330803886,7.25543023e-05,302294.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3373
17.65%,123000,697000,ea_5f_zz_h,eR.pW,500171,200,980,10.0,747,"DST=16317,16318;REC=16317",0.20389968,0.000504,9808.75,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3893
17.65%,123000,697000,ea_5f_zz_l,eL.pB,500194,8000,9712,100.0,337,"DST=15053,15054;REC=15053",0.823658206,0.00331226163,9712.77,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3374
17.65%,123000,697000,ea_5f_zz_l,eL.pW,500193,7500,541,9.4,747,"DST=16317,16318;REC=16317",13.845713,0.0229,5777.96,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3894
17.65%,123000,697000,ea_5f_zz_l,eR.pB,500196,8000,9767,100.0,337,"DST=15053,15054;REC=15053",0.819042754,0.0034542157,9767.5,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3375
17.65%,123000,697000,ea_5f_zz_l,eR.pW,500195,6000,433,8.6,747,"DST=16317,16318;REC=16317",13.856513,0.0223,5051.78,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3895
17.65%,123000,697000,ea_5f_zz_sl,eL.pB,500182,3000,13952,100.0,337,"DST=15053,15054;REC=15053",0.21502233,0.00162458547,13952.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3381
17.65%,123000,697000,ea_5f_zz_sl,eL.pW,500181,3000,663,10.0,747,"DST=16317,16318;REC=16317",4.519288,0.0113,6638.21,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3896
17.65%,123000,697000,ea_5f_zz_sl,eR.pB,500184,2000,9523,100.0,337,"DST=15053,15054;REC=15053",0.210014579,0.00185591802,9523.15,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3382
17.65%,123000,697000,ea_5f_zz_sl,eR.pW,500183,3600,806,9.0,747,"DST=16317,16318;REC=16317",4.4656986,0.0117,8957.16,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3897
17.65%,123000,697000,ea_5f_zznu_l,eL.pB,500198,1000,7846190,100.0,337,"DST=15053,15054;REC=15053",0.000127450381,5.67816279e-06,7846190.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3376
17.65%,123000,697000,ea_5f_zznu_l,eL.pW,500197,1000,27030,100.0,747,"DST=16317,16318;REC=16317",0.036995748,4.88e-05,27030.1,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3884
17.65%,123000,697000,ea_5f_zznu_l,eR.pB,500200,0,0,0.0,,DST=;REC=,6.91084935e-05,4.0062593e-06,14470000.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3681
17.65%,123000,697000,ea_5f_zznu_l,eR.pW,500199,1000,43012,100.0,747,"DST=16317,16318;REC=16317",0.023249034,3.46e-05,43012.5,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3885
17.65%,123000,697000,ea_5f_zznu_sl,eL.pB,500186,1000,21716952,100.0,382,"DST=15197,15198;REC=15197",4.60469765e-05,3.52256395e-06,21717000.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3599
17.65%,123000,697000,ea_5f_zznu_sl,eL.pW,500185,600,12999,60.0,747,"DST=16317,16318;REC=16317",0.046157304,0.000124,21665.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3886
17.65%,123000,697000,ea_5f_zznu_sl,eR.pB,500188,1000,88564679,100.0,382,"DST=15197,15198;REC=15197",1.12911829e-05,8.78012209e-07,88564680.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3600
17.65%,123000,697000,ea_5f_zznu_sl,eR.pW,500187,600,24610,60.0,747,"DST=16317,16318;REC=16317",0.02437996,6.34e-05,41017.3,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3887
17.65%,123000,697000,ea_5f_zzorww_h,eL.pB,500178,1000,3208483,100.0,337,"DST=15053,15054;REC=15053",0.000311673751,8.88527326e-06,3208480.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3377
17.65%,123000,697000,ea_5f_zzorww_h,eL.pW,500177,600,547,10.0,747,"DST=16317,16318;REC=16317",1.0954513,0.00179,5477.19,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3888
17.65%,123000,697000,ea_5f_zzorww_h,eR.pB,500180,1000,3252932,100.0,337,"DST=15053,15054;REC=15053",0.000307414966,9.14815116e-06,3252930.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3378
17.65%,123000,697000,ea_5f_zzorww_h,eR.pW,500179,400,553,10.0,747,"DST=16317,16318;REC=16317",0.72329533,0.00138,5530.24,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3889
17.65%,123000,697000,ea_5f_zzorww_l,eL.pB,500206,1000,18628326,100.0,337,"DST=15053,15054;REC=15053",5.36816875e-05,2.4237343e-06,18628300.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3379
17.65%,123000,697000,ea_5f_zzorww_l,eL.pW,500205,1000,5152,100.0,747,"DST=16317,16318;REC=16317",0.19409879,0.000271,5152.02,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3890
17.65%,123000,697000,ea_5f_zzorww_l,eR.pB,500208,1000,22941218,100.0,337,"DST=15053,15054;REC=15053",4.35896643e-05,1.86643314e-06,22941200.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3380
17.65%,123000,697000,ea_5f_zzorww_l,eR.pW,500207,1000,7894,100.0,747,"DST=16317,16318;REC=16317",0.12667552,0.000171,7894.19,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3891
75.69%,1433865500,1894400000,aa_2f_z_h,eB.pB,500057,42810000,1015,44.0,"400,413","DST=15255,15256,15291;REC=15255",42149.6384,163.946512,2306.07,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3794
75.69%,1433865500,1894400000,aa_2f_z_h,eB.pB,500057,42810000,1015,44.0,"400,413","DST=15255,15256,15291;REC=15255",42149.6384,163.946512,2306.07,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3603
75.69%,1433865500,1894400000,aa_2f_z_h,eB.pW,500058,80717000,893,89.3,"707,716,722,728,734,740,746,753,762,768","DST=16228,16229,16252,16264,16274,16291,16303,1631516330,16360,16374;REC=16228",90338.374,148.358198,1000.68,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3795
75.69%,1433865500,1894400000,aa_2f_z_h,eW.pB,500059,80336500,891,89.1,"708,717,723,729,735,741,748,754,763,769","DST=16231,16232,16254,16266,16278,16293,16305,1632016332,16362,16376;REC=16231",90119.741,144.057093,1000.89,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3796
75.69%,1433865500,1894400000,aa_2f_z_h,eW.pW,500060,71060000,993,99.2,"709,718,724,730,736,742,749,755,758,764","DST=16234,16235,16256,16268,16280,16295,16307,1632216334,16352,16364;REC=16234",71505.71,66.8,1001.32,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3797
75.69%,1433865500,1894400000,aa_2f_z_l,eB.pB,500053,233515000,1003,43.5,"401,412","DST=15258,15259,15289;REC=15258",232601.785,387.746512,2308.26,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3790
75.69%,1433865500,1894400000,aa_2f_z_l,eB.pB,500053,233515000,1003,43.5,"401,412","DST=15258,15259,15289;REC=15258",232601.785,387.746512,2308.26,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3604
75.69%,1433865500,1894400000,aa_2f_z_l,eB.pW,500054,350973000,171,94.8,"710,713,719,725,731,737,743,750,759,765","DST=16237,16238,16246,16258,16270,16282,16297,1630916324,16354,16366;REC=16237",2044835.45,1821.47965,181.043,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3791
75.69%,1433865500,1894400000,aa_2f_z_l,eW.pB,500055,333876000,163,90.2,"711,714,720,726,732,738,744,751,760","DST=16240,16241,16248,16260,16276,16287,16299,1631116326,16356;REC=16240",2043100.45,1834.88779,181.239,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3792
75.69%,1433865500,1894400000,aa_2f_z_l,eW.pW,500056,240578000,163,89.9,"712,715,721,727,733,739,745,752,767","DST=16243,16244,16250,16262,16272,16289,16301,1631316328,16372;REC=16243",1475838.2,1010.0,181.323,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3793
13.99%,130000,929000,aa_4f_ww_h,eB.pW,500134,0,0,0.0,,DST=;REC=,0.000565776341,3.50568837e-05,1767480.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3754
13.99%,130000,929000,aa_4f_ww_h,eW.pB,500135,0,0,0.0,,DST=;REC=,0.0006105066,4.27965233e-05,1637980.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3755
13.99%,130000,929000,aa_4f_ww_h,eW.pW,500136,0,0,0.0,,DST=;REC=,0.3654627,0.000946,5472.51,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3756
13.99%,130000,929000,aa_4f_ww_l,eB.pB,500161,0,0,0.0,,DST=;REC=,0.000415124187,3.90348837e-05,2408920.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3757
13.99%,130000,929000,aa_4f_ww_l,eB.pB,500161,0,0,0.0,,DST=;REC=,0.000415124187,3.90348837e-05,2408920.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3672
13.99%,130000,929000,aa_4f_ww_l,eW.pB,500163,0,0,0.0,,DST=;REC=,0.00301815682,5.02622558e-05,331328.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3758
13.99%,130000,929000,aa_4f_ww_l,eW.pW,500164,0,0,0.0,,DST=;REC=,0.1136705,0.000162,8797.36,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3759
13.99%,130000,929000,aa_4f_ww_sl,eB.pB,500149,1000,6653921,100.0,335,"DST=15036,15037;REC=15036",0.000150287317,6.11546512e-06,6653920.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3760
13.99%,130000,929000,aa_4f_ww_sl,eB.pB,500149,1000,6653921,100.0,335,"DST=15036,15037;REC=15036",0.000150287317,6.11546512e-06,6653920.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3358
13.99%,130000,929000,aa_4f_ww_sl,eB.pW,500150,0,0,0.0,,DST=;REC=,0.00610166011,4.66721163e-05,163890.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3761
13.99%,130000,929000,aa_4f_ww_sl,eW.pB,500151,0,0,0.0,,DST=;REC=,0.00837548465,6.83482558e-05,119396.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3762
13.99%,130000,929000,aa_4f_ww_sl,eW.pW,500152,0,0,0.0,,DST=;REC=,0.71789791,0.001,5571.82,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3763
13.99%,130000,929000,aa_4f_zz_h,eB.pW,500130,0,0,0.0,,DST=;REC=,0.0390573879,0.000564922674,25603.4,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3764
13.99%,130000,929000,aa_4f_zz_h,eW.pB,500131,0,0,0.0,,DST=;REC=,0.0366300237,0.000441109128,27300.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3765
13.99%,130000,929000,aa_4f_zz_h,eW.pW,500132,0,0,0.0,,DST=;REC=,0.16165667,0.000344,6185.95,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3766
13.99%,130000,929000,aa_4f_zz_l,eB.pB,500153,120000,11936,100.0,394,"DST=15237,15238;REC=15237",10.0535575,0.146597674,11936.1,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3767
13.99%,130000,929000,aa_4f_zz_l,eB.pB,500153,120000,11936,100.0,394,"DST=15237,15238;REC=15237",10.0535575,0.146597674,11936.1,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3452
13.99%,130000,929000,aa_4f_zz_l,eB.pW,500154,0,0,0.0,,DST=;REC=,33.80085,0.11245657,5029.46,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3768
13.99%,130000,929000,aa_4f_zz_l,eW.pB,500155,0,0,0.0,,DST=;REC=,33.7850728,0.0872754651,5031.81,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3769
13.99%,130000,929000,aa_4f_zz_l,eW.pW,500156,0,0,0.0,,DST=;REC=,41.126151,0.0607,7294.63,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3770
13.99%,130000,929000,aa_4f_zz_sl,eB.pB,500141,6000,12175,100.0,335,"DST=15036,15037;REC=15036",0.492780796,0.0115369767,12175.8,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3771
13.99%,130000,929000,aa_4f_zz_sl,eB.pB,500141,6000,12175,100.0,335,"DST=15036,15037;REC=15036",0.492780796,0.0115369767,12175.8,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3361
13.99%,130000,929000,aa_4f_zz_sl,eB.pW,500142,0,0,0.0,,DST=;REC=,5.17640178,0.0324170581,7727.38,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3772
13.99%,130000,929000,aa_4f_zz_sl,eW.pB,500143,0,0,0.0,,DST=;REC=,5.03138009,0.0344895814,7950.1,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3773
13.99%,130000,929000,aa_4f_zz_sl,eW.pW,500144,0,0,0.0,,DST=;REC=,9.2643102,0.0172,5397.06,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3774
13.99%,130000,929000,aa_4f_zznu_l,eB.pB,500157,1000,24566102,100.0,335,"DST=15036,15037;REC=15036",4.0706498e-05,6.72267442e-07,24566100.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3775
13.99%,130000,929000,aa_4f_zznu_l,eB.pB,500157,1000,24566102,100.0,335,"DST=15036,15037;REC=15036",4.0706498e-05,6.72267442e-07,24566100.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3359
13.99%,130000,929000,aa_4f_zznu_l,eB.pW,500158,0,0,0.0,,DST=;REC=,0.000363947537,6.59956395e-06,2747650.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3776
13.99%,130000,929000,aa_4f_zznu_l,eW.pB,500159,0,0,0.0,,DST=;REC=,0.000340924134,7.09770349e-06,2933200.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3777
13.99%,130000,929000,aa_4f_zznu_l,eW.pW,500160,0,0,0.0,,DST=;REC=,0.012678672,1.68e-05,78872.6,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3778
13.99%,130000,929000,aa_4f_zznu_sl,eB.pB,500145,1000,719919500,100.0,380,"DST=15191,15193;REC=15191",1.38904419e-06,7.85034884e-08,719919501.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3779
13.99%,130000,929000,aa_4f_zznu_sl,eB.pB,500145,1000,719919500,100.0,380,"DST=15191,15193;REC=15191",1.38904419e-06,7.85034884e-08,719919501.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3615
13.99%,130000,929000,aa_4f_zznu_sl,eB.pW,500146,0,0,0.0,,DST=;REC=,0.000147100558,7.44430814e-06,6798070.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3780
13.99%,130000,929000,aa_4f_zznu_sl,eW.pB,500147,0,0,0.0,,DST=;REC=,0.000150184214,6.57194767e-06,6658490.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3781
13.99%,130000,929000,aa_4f_zznu_sl,eW.pW,500148,0,0,0.0,,DST=;REC=,0.0095562576,2.17e-05,104643.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3782
13.99%,130000,929000,aa_4f_zzorww_h,eB.pW,500138,0,0,0.0,,DST=;REC=,0.00267670358,5.86041279e-05,373594.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3783
13.99%,130000,929000,aa_4f_zzorww_h,eW.pB,500139,0,0,0.0,,DST=;REC=,0.00268714233,5.9410407e-05,372143.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3784
13.99%,130000,929000,aa_4f_zzorww_h,eW.pW,500140,0,0,0.0,,DST=;REC=,0.31253066,0.000472,6399.37,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3785
13.99%,130000,929000,aa_4f_zzorww_l,eB.pB,500165,1000,10971266,100.0,335,"DST=15036,15037;REC=15036",9.11471821e-05,1.2144186e-06,10971300.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3786
13.99%,130000,929000,aa_4f_zzorww_l,eB.pB,500165,1000,10971266,100.0,335,"DST=15036,15037;REC=15036",9.11471821e-05,1.2144186e-06,10971300.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3360
13.99%,130000,929000,aa_4f_zzorww_l,eB.pW,500166,0,0,0.0,,DST=;REC=,0.000364991735,5.15293953e-06,2739790.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3787
13.99%,130000,929000,aa_4f_zzorww_l,eW.pB,500167,0,0,0.0,,DST=;REC=,0.000367244894,5.3627093e-06,2722980.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3788
13.99%,130000,929000,aa_4f_zzorww_l,eW.pW,500168,0,0,0.0,,DST=;REC=,0.060752453,7.72e-05,16460.2,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3789
127.01%,11748600,9250000,2f-lcfi_z_bb,eL.pR,500318,249600,31,99.8,395,"DST=15240,15241;REC=15240",7951.4427,3.15,31.4408,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3605
127.01%,11748600,9250000,2f-lcfi_z_bb,eR.pL,500320,250000,125,100.0,395,"DST=15240,15241;REC=15240",1993.2056,0.824,125.426,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3606
127.01%,11748600,9250000,2f-lcfi_z_cc,eL.pR,500314,250000,23,100.0,395,"DST=15240,15241;REC=15240",10759.111,4.47,23.2361,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3607
127.01%,11748600,9250000,2f-lcfi_z_cc,eR.pL,500316,250000,56,100.0,395,"DST=15240,15241;REC=15240",4457.5213,1.87,56.085,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3608
127.01%,11748600,9250000,2f-lcfi_z_dd,eL.pR,500302,250000,31,100.0,395,"DST=15240,15241;REC=15240",7951.4427,3.15,31.4408,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3609
127.01%,11748600,9250000,2f-lcfi_z_dd,eR.pL,500304,250000,125,100.0,395,"DST=15240,15241;REC=15240",1993.2056,0.824,125.426,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3610
127.01%,11748600,9250000,2f-lcfi_z_ss,eL.pR,500310,249600,31,99.8,395,"DST=15240,15241;REC=15240",7951.4427,3.15,31.4408,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3611
127.01%,11748600,9250000,2f-lcfi_z_ss,eR.pL,500312,250000,125,100.0,395,"DST=15240,15241;REC=15240",1993.2056,0.824,125.426,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3612
127.01%,11748600,9250000,2f-lcfi_z_uu,eL.pR,500306,250000,23,100.0,395,"DST=15240,15241;REC=15240",10759.111,4.47,23.2361,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3613
127.01%,11748600,9250000,2f-lcfi_z_uu,eR.pL,500308,250000,56,100.0,395,"DST=15240,15241;REC=15240",4457.5213,1.87,56.085,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3614
127.01%,11748600,9250000,4f-lcfi_zz_bbbb,eL.pR,500338,125000,1767,100.0,334,"DST=15033,15034;REC=15033",70.723198,0.0608,1767.45,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3348
127.01%,11748600,9250000,4f-lcfi_zz_bbbb,eR.pL,500340,125000,4143,100.0,334,"DST=15033,15034;REC=15033",30.168919,0.0252,4143.34,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3349
127.01%,11748600,9250000,4f-lcfi_zz_cccc,eL.pR,500334,125000,2212,100.0,334,"DST=15033,15034;REC=15033",56.504134,0.05,2212.23,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3350
127.01%,11748600,9250000,4f-lcfi_zz_cccc,eR.pL,500336,125000,4650,100.0,334,"DST=15033,15034;REC=15033",26.881366,0.0224,4650.06,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3351
127.01%,11748600,9250000,4f-lcfi_zz_dddd,eL.pR,500322,125000,1765,100.0,334,"DST=15033,15034;REC=15033",70.800256,0.0623,1765.53,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3352
127.01%,11748600,9250000,4f-lcfi_zz_dddd,eR.pL,500324,125000,4143,100.0,334,"DST=15033,15034;REC=15033",30.166195,0.0251,4143.71,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3353
127.01%,11748600,9250000,4f-lcfi_zz_ssss,eL.pR,500330,125000,1765,100.0,334,"DST=15033,15034;REC=15033",70.800256,0.0623,1765.53,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3354
127.01%,11748600,9250000,4f-lcfi_zz_ssss,eR.pL,500332,125000,4143,100.0,334,"DST=15033,15034;REC=15033",30.166195,0.0251,4143.71,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3355
127.01%,11748600,9250000,4f-lcfi_zz_uuuu,eL.pR,500326,125000,2213,100.0,334,"DST=15033,15034;REC=15033",56.476488,0.0489,2213.31,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3356
127.01%,11748600,9250000,4f-lcfi_zz_uuuu,eR.pL,500328,125000,4649,100.0,334,"DST=15033,15034;REC=15033",26.882119,0.0212,4649.93,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3357
127.01%,11748600,9250000,n23n23h_bb,eL.pR,410001,500000,12801,100.0,333,"DST=14986,14987;REC=14986",39.0584431,0.0368988,12801.3295,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3342
127.01%,11748600,9250000,n23n23h_cc,eL.pR,410002,499800,257695,100.0,333,"DST=14986,14987;REC=14986",1.93950001,0.00183226,257798.4,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3343
127.01%,11748600,9250000,n23n23h_dd,eL.pR,410005,500000,143276418,100.0,333,"DST=14986,14987;REC=14986",0.0034897578,3.2968e-06,143276419.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3346
127.01%,11748600,9250000,n23n23h_gg,eL.pR,410006,499800,90932,100.0,333,"DST=14986,14987;REC=14986",5.49636854,0.00519246,90969.1547,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3347
127.01%,11748600,9250000,n23n23h_ss,eL.pR,410003,500000,30286072,100.0,333,"DST=14986,14987;REC=14986",0.0165092388,1.55964e-05,30286072.3,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3344
127.01%,11748600,9250000,n23n23h_uu,eL.pR,410004,499800,620616134,100.0,333,"DST=14986,14987;REC=14986",0.000805328724,7.608e-07,620864481.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3345
